x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.3.31,2019-03-31 00:00:00,NS,2019,3,31,7.7,,1.7,,13.6,,0,,,,,,,,17,,45,,0,,10.3,,68,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.1,2019-04-01 00:00:00,NS,2019,4,1,2.7,,-2.3,,7.7,,0,,,,,,,,29,,63,,0,,15.3,,47,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.2,2019-04-02 00:00:00,NS,2019,4,2,2,,-3.1,,7,,0,,,,,,,,22,,50,,0,,16,,32,,97,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.3,2019-04-03 00:00:00,NS,2019,4,3,3.7,,-1.6,,8.9,,0,,,,,,,,12,,102,,0,,14.3,,74,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.4,2019-04-04 00:00:00,NS,2019,4,4,0.7,,-2.4,,3.8,,0,,,,,,,,27,,93,,0,,17.3,,27,,70,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.5,2019-04-05 00:00:00,NS,2019,4,5,0.3,,-3.7,,4.3,,0,,,,,,,,29,,72,,0,,17.7,,26,,65,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.6,2019-04-06 00:00:00,NS,2019,4,6,2.1,,-1,,5.1,,0,,,,,,,,20,,50,,0,,15.9,,51,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.7,2019-04-07 00:00:00,NS,2019,4,7,3.5,,-3.6,,10.6,,0,,,,,,,,32,,52,,0,,14.5,,43,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.8,2019-04-08 00:00:00,NS,2019,4,8,-1.9,,-4.9,,1.2,,0,,,,,,,,10,,33,,0,,19.9,,34,,99,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.9,2019-04-09 00:00:00,NS,2019,4,9,-2.4,,-5.3,,0.6,,0,,,,,,,,5,,37,,0,,20.4,,75,,99,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.10,2019-04-10 00:00:00,NS,2019,4,10,-1.8,,-4.4,,0.9,,0,,,,,,,,,M,,M,0,,19.8,,79,,99,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.11,2019-04-11 00:00:00,NS,2019,4,11,3.2,,-1.1,,7.5,,0,,,,,,,,32,,42,,0,,14.8,,52,,91,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.12,2019-04-12 00:00:00,NS,2019,4,12,6.7,,0.1,,13.3,,0,,,,,,,,30,,41,,0,,11.3,,22,,80,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.13,2019-04-13 00:00:00,NS,2019,4,13,8.1,,3.6,,12.5,,0,,,,,,,,21,,58,,0,,9.9,,58,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.14,2019-04-14 00:00:00,NS,2019,4,14,11.8,,6.8,,16.7,,0,,,,,,,,31,,54,,0,,6.2,,31,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.15,2019-04-15 00:00:00,NS,2019,4,15,7.8,,3.7,,11.8,,0,,,,,,,,21,,63,,0,,10.2,,80,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.16,2019-04-16 00:00:00,NS,2019,4,16,3.2,,0.1,,6.3,,0,,,,,,,,32,,68,,0,,14.8,,91,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.17,2019-04-17 00:00:00,NS,2019,4,17,0.4,,-2.3,,3,,0,,,,,,,,34,,61,,0,,17.6,,63,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.18,2019-04-18 00:00:00,NS,2019,4,18,3.6,,-2.4,,9.5,,0,,,,,,,,16,,42,,0,,14.4,,40,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.19,2019-04-19 00:00:00,NS,2019,4,19,6.7,,2.8,,10.5,,0,,,,,,,,19,,78,,0,,11.3,,100,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.20,2019-04-20 00:00:00,NS,2019,4,20,11.9,,9.3,,14.4,,0,,,,,,,,21,,50,,0,,6.1,,90,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.21,2019-04-21 00:00:00,NS,2019,4,21,12.7,,9.7,,15.7,,0,,,,,,,,20,,50,,0,,5.3,,89,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.22,2019-04-22 00:00:00,NS,2019,4,22,10.3,,6.4,,14.1,,0,,,,,,,,,M,,M,0,,7.7,,100,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.23,2019-04-23 00:00:00,NS,2019,4,23,6.8,,5.7,,7.9,,0,,,,,,,,10,,45,,0,,11.2,,100,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.24,2019-04-24 00:00:00,NS,2019,4,24,7.8,,4.3,,11.2,,0,,,,,,,,,M,,M,0,,10.2,,85,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.25,2019-04-25 00:00:00,NS,2019,4,25,2.4,,-0.7,,5.5,,0,,,,,,,,33,,52,,0,,15.6,,76,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.26,2019-04-26 00:00:00,NS,2019,4,26,5.7,,-0.6,,12,,0,,,,,,,,13,,59,,0,,12.3,,51,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.27,2019-04-27 00:00:00,NS,2019,4,27,5.7,,1.8,,9.5,,0,,,,,,,,12,,85,,0,,12.3,,97,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.28,2019-04-28 00:00:00,NS,2019,4,28,7.7,,3,,12.3,,0,,,,,,,,24,,42,,0,,10.3,,52,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.29,2019-04-29 00:00:00,NS,2019,4,29,5,,1.8,,8.1,,0,,,,,,,,29,,68,,0,,13,,38,,90,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.4.30,2019-04-30 00:00:00,NS,2019,4,30,5.1,,0.2,,9.9,,0,,,,,,,,26,,55,,0,,12.9,,29,,58,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.1,2019-05-01 00:00:00,NS,2019,5,1,5.6,,0.5,,10.6,,0,,,,,,,,32,,55,,0,,12.4,,32,,60,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.2,2019-05-02 00:00:00,NS,2019,5,2,6.4,,1.1,,11.7,,0,,,,,,,,1,,42,,0,,11.6,,38,,76,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.3,2019-05-03 00:00:00,NS,2019,5,3,7.3,,-1,,15.5,,0,,,,,,,,20,,42,,0,,10.7,,30,,89,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.4,2019-05-04 00:00:00,NS,2019,5,4,4.8,,3.6,,6,,0,,,,,,,,18,,32,,0,,13.2,,91,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.5,2019-05-05 00:00:00,NS,2019,5,5,10.2,,2,,18.3,,0,,,,,,,,,M,,M,0,,7.8,,34,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.6,2019-05-06 00:00:00,NS,2019,5,6,8.7,,2.1,,15.2,,0,,,,,,,,,M,,M,0,,9.3,,44,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.7,2019-05-07 00:00:00,NS,2019,5,7,11.1,,3.2,,18.9,,0,,,,,,,,21,,42,,0,,6.9,,32,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.8,2019-05-08 00:00:00,NS,2019,5,8,8.2,,3.6,,12.7,,0,,,,,,,,30,,52,,0,,9.8,,35,,98,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.9,2019-05-09 00:00:00,NS,2019,5,9,6.2,,1,,11.3,,0,,,,,,,,35,,58,,0,,11.8,,55,,99,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.10,2019-05-10 00:00:00,NS,2019,5,10,5.8,,-0.2,,11.7,,0,,,,,,,,15,,37,,0,,12.2,,49,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.11,2019-05-11 00:00:00,NS,2019,5,11,9.2,,3.9,,14.5,,0,,,,,,,,32,,55,,0,,8.8,,57,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.12,2019-05-12 00:00:00,NS,2019,5,12,7.1,,2.5,,11.7,,0,,,,,,,,32,,50,,0,,10.9,,50,,89,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.13,2019-05-13 00:00:00,NS,2019,5,13,6.3,,1.2,,11.3,,0,,,,,,,,15,,37,,0,,11.7,,48,,92,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.14,2019-05-14 00:00:00,NS,2019,5,14,4.9,,0.6,,9.1,,0,,,,,,,,11,,59,,0,,13.1,,44,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.15,2019-05-15 00:00:00,NS,2019,5,15,5.4,,3.4,,7.4,,0,,,,,,,,10,,42,,0,,12.6,,94,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.16,2019-05-16 00:00:00,NS,2019,5,16,5.7,,2.7,,8.7,,0,,,,,,,,30,,33,,0,,12.3,,64,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.17,2019-05-17 00:00:00,NS,2019,5,17,9.2,,3.9,,14.4,,0,,,,,,,,14,,46,,0,,8.8,,53,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.18,2019-05-18 00:00:00,NS,2019,5,18,5.9,,3,,8.8,,0,,,,,,,,35,,63,,0,,12.1,,70,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.19,2019-05-19 00:00:00,NS,2019,5,19,9.3,,2.1,,16.4,,0,,,,,,,,29,,41,,0,,8.7,,39,,97,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.20,2019-05-20 00:00:00,NS,2019,5,20,8.4,,6.1,,10.6,,0,,,,,,,,13,,46,,0,,9.6,,87,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.21,2019-05-21 00:00:00,NS,2019,5,21,6,,2.1,,9.8,,0,,,,,,,,30,,68,,0,,12,,92,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.22,2019-05-22 00:00:00,NS,2019,5,22,4.4,,1.9,,6.8,,0,,,,,,,,36,,67,,0,,13.6,,71,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.23,2019-05-23 00:00:00,NS,2019,5,23,8.7,,1.3,,16.1,,0,,,,,,,,33,,41,,0,,9.3,,46,,92,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.24,2019-05-24 00:00:00,NS,2019,5,24,5.9,,2.7,,9,,0,,,,,,,,6,,35,,0,,12.1,,69,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.25,2019-05-25 00:00:00,NS,2019,5,25,11.3,,2.1,,20.4,,0,,,,,,,,36,,41,,0,,6.7,,27,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.26,2019-05-26 00:00:00,NS,2019,5,26,9.3,,5.8,,12.7,,0,,,,,,,,14,,39,,0,,8.7,,58,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.27,2019-05-27 00:00:00,NS,2019,5,27,8.8,,5.4,,12.1,,0,,,,,,,,,M,,M,0,,9.2,,76,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.28,2019-05-28 00:00:00,NS,2019,5,28,9.4,,4.6,,14.1,,0,,,,,,,,33,,42,,0,,8.6,,31,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.29,2019-05-29 00:00:00,NS,2019,5,29,8.6,,6.1,,11,,0,,,,,,,,12,,45,,0,,9.4,,65,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.30,2019-05-30 00:00:00,NS,2019,5,30,9.7,,5,,14.4,,0,,,,,,,,15,,33,,0,,8.3,,69,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.5.31,2019-05-31 00:00:00,NS,2019,5,31,8.7,,5.1,,12.2,,0,,,,,,,,14,,41,,0,,9.3,,89,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.1,2019-06-01 00:00:00,NS,2019,6,1,12.9,,5.2,,20.6,,0,,,,,,,,22,,45,,0,,5.1,,33,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.2,2019-06-02 00:00:00,NS,2019,6,2,10,,8.5,,11.4,,0,,,,,,,,11,,58,,0,,8,,88,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.3,2019-06-03 00:00:00,NS,2019,6,3,11.9,,6.7,,17.1,,0,,,,,,,,18,,42,,0,,6.1,,90,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.4,2019-06-04 00:00:00,NS,2019,6,4,11.7,,5.4,,18,,0,,,,,,,,25,,35,,0,,6.3,,39,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.5,2019-06-05 00:00:00,NS,2019,6,5,9,,6.1,,11.8,,0,,,,,,,,21,,48,,0,,9,,79,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.6,2019-06-06 00:00:00,NS,2019,6,6,10.6,,7.5,,13.7,,0,,,,,,,,21,,52,,0,,7.4,,100,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.7,2019-06-07 00:00:00,NS,2019,6,7,15.2,,8.4,,21.9,,0,,,,,,,,20,,35,,0,,2.8,,47,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.8,2019-06-08 00:00:00,NS,2019,6,8,13.5,,8.2,,18.7,,0,,,,,,,,36,,50,,0,,4.5,,32,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.9,2019-06-09 00:00:00,NS,2019,6,9,14.6,,7.4,,21.8,,0,,,,,,,,33,,46,,0,,3.4,,27,,72,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.10,2019-06-10 00:00:00,NS,2019,6,10,14.7,,7.5,,21.8,,,M,,,,,,,20,,35,,0,,3.3,,26,,93,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.11,2019-06-11 00:00:00,NS,2019,6,11,13.5,,7.1,,19.8,,0,,,,,,,,15,,46,,0,,4.5,,61,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.12,2019-06-12 00:00:00,NS,2019,6,12,15.7,,10.3,,21.1,,0,,,,,,,,31,,65,,0,,2.3,,33,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.13,2019-06-13 00:00:00,NS,2019,6,13,17.4,,11.5,,23.3,,0,,,,,,,,15,,55,,0,,0.6,,30,,98,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.14,2019-06-14 00:00:00,NS,2019,6,14,17.3,,11.9,,22.6,,0,,,,,,,,13,,58,,0,,0.7,,67,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.15,2019-06-15 00:00:00,NS,2019,6,15,18.3,,12.5,,24,,0,,,,,,,,33,,45,,0.3,,0,,40,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.16,2019-06-16 00:00:00,NS,2019,6,16,16.8,,12.1,,21.4,,0,,,,,,,,23,,35,,0,,1.2,,67,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.17,2019-06-17 00:00:00,NS,2019,6,17,18.6,,12.7,,24.5,,0,,,,,,,,33,,37,,0.6,,0,,47,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.18,2019-06-18 00:00:00,NS,2019,6,18,17.7,,11.5,,23.8,,0,,,,,,,,26,,45,,0,,0.3,,34,,98,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.19,2019-06-19 00:00:00,NS,2019,6,19,17.4,,10.4,,24.3,,0,,,,,,,,18,,35,,0,,0.6,,40,,94,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.20,2019-06-20 00:00:00,NS,2019,6,20,16.6,,11.7,,21.4,,0,,,,,,,,14,,35,,0,,1.4,,58,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.6.21,2019-06-21 00:00:00,NS,2019,6,21,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.9.27,2019-09-27 00:00:00,NS,2019,9,27,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.9.28,2019-09-28 00:00:00,NS,2019,9,28,13.8,,7.6,,20,,,M,,,,,,,22,,36,,0,,4.2,,50,,97,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.9.29,2019-09-29 00:00:00,NS,2019,9,29,12.9,,6.3,,19.5,,,M,,,,,,,32,,40,,0,,5.1,,55,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.9.30,2019-09-30 00:00:00,NS,2019,9,30,8.6,,4.2,,12.9,,,M,,,,,,,35,,35,,0,,9.4,,45,,92,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.1,2019-10-01 00:00:00,NS,2019,10,1,10.2,,6.3,,14,,,M,,,,,,,21,,39,,0,,7.8,,48,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.2,2019-10-02 00:00:00,NS,2019,10,2,9.3,,3.4,,15.2,,,M,,,,,,,35,,46,,0,,8.7,,85,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.3,2019-10-03 00:00:00,NS,2019,10,3,6.1,,2,,10.2,,,M,,,,,,,32,,39,,0,,11.9,,46,,98,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.4,2019-10-04 00:00:00,NS,2019,10,4,5.9,,2.7,,9,,,M,,,,,,,32,,35,,0,,12.1,,62,,96,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.5,2019-10-05 00:00:00,NS,2019,10,5,6.7,,2.4,,10.9,,,M,,,,,,,34,,41,,0,,11.3,,51,,96,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.6,2019-10-06 00:00:00,NS,2019,10,6,9.6,,3.2,,15.9,,,M,,,,,,,20,,38,,0,,8.4,,40,,89,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.7,2019-10-07 00:00:00,NS,2019,10,7,16.4,,12.3,,20.5,,,M,,,,,,,20,,54,,0,,1.6,,64,,91,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.8,2019-10-08 00:00:00,NS,2019,10,8,12.6,,8.4,,16.7,,,M,,,,,,,23,,45,,0,,5.4,,74,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.9,2019-10-09 00:00:00,NS,2019,10,9,10.2,,4.8,,15.5,,,M,,,,,,,,,,,0,,7.8,,47,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.10,2019-10-10 00:00:00,NS,2019,10,10,9.4,,4,,14.8,,,M,,,,,,,,,,,0,,8.6,,48,,99,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.11,2019-10-11 00:00:00,NS,2019,10,11,10.5,,7.3,,13.6,,,M,,,,,,,10,,46,,0,,7.5,,67,,100,
-63.50861111111111,44.88111111111111,HALIFAX STANFIELD INT'L A,8202249,8202249.2019.10.12,2019-10-12 00:00:00,NS,2019,10,12,11.6,,9.6,,13.5,,,M,,,,,,,9,,38,,0,,6.4,,100,,100,
